product_name_en,brands,quantity,category,subcategory,labels,ingredients_text_en,energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,fiber_value,proteins_value,sodium_value,monounsaturated-fat_value,polyunsaturated-fat_value,trans-fat_value,cholesterol_value,added-sugars_value,off:nova_groups,off:nutriscore_grade,has_gluten,has_milk,has_soybeans,has_nuts,has_mustards,has_peanuts,has_sulphur-dioxide-and-sulphites,has_sesame-seeds,health_score_standard,health_label_standard,health_confidence_standard,health_score_diabetic,health_label_diabetic,health_confidence_diabetic,health_score_hypertension,health_label_hypertension,health_confidence_hypertension,health_score_bodybuilder,health_label_bodybuilder,health_confidence_bodybuilder,health_score_vegan,health_label_vegan,health_confidence_vegan,health_score_vegetarian,health_label_vegetarian,health_confidence_vegetarian,health_score_eggetarian,health_label_eggetarian,health_confidence_eggetarian,health_score_jain,health_label_jain,health_confidence_jain,health_score_pregnancy,health_label_pregnancy,health_confidence_pregnancy,health_score_lactating,health_label_lactating,health_confidence_lactating,health_score_elderly,health_label_elderly,health_confidence_elderly
Ene Bhut Jolokia,Ene,,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Mango Pickle,Pravin,500 g,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Zoff,Zoff,,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India","Coriander, Cumin, Red Chilli, Turmeric, Cassia Bark, Garlic flakes, Dry ginger, Fennel, Common Salt, Mustard, Big Cardamom, Onion Flakes, Black Pepper, Clove, Nutmeg, Caraway seeds, Mace, Asafoetida",,,,,,,,,,,,,,3.0,unknown,0,0,0,0,1,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Hide & Seek Milano Chocolate Chip,Parle,75g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Peanut Butter Creamy,Saffola,850 g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India","Roasted Peanuts (84%), Cane Jaggery Powder (13%), Stabilizer (INS471), Iodised Salt, Natural and Nature-Identical Flavouring Substance.",629.0,50.9,11.2,21.4,13.9,6.0,24.3,138.0,27.3,12.4,0.0,,,4.0,c,0,0,0,1,0,1,1,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Good Life Whole Wheat Atta With Multigrains,Good Life,1kg,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Sharbati Wheat (90%), Multigrains (Defatted Soya 5%, Maize 2%, Chana 1%, Ragi 1%, Jowar1%).",322.0,1.6,0.2,62.8,2.7,11.7,12.5,3.2,,,,,,,a,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Punjabi Kulfi Mawa Elaichi,Amul,60ml / 48 g,Dairy,Dairy Desserts,"Vegetarian, Green Dot India","Milk solids, sugar, permitted emulsifiers (435, 471), stabilizers (407, 412), cardamom powder (0.1%), artificial flavouring substances (cardamom special). Allergen Information: Contains milk.",112.0,6.9,,10.5,,,2.1,,,,,,,4.0,unknown,0,1,0,0,0,0,0,0,0.126,amber,high,0.063,amber,high,0.063,amber,high,0.21000000000000002,amber,high,0.147,amber,high,0.147,amber,high,0.147,amber,high,0.147,amber,high,0.168,amber,high,0.147,amber,high,0.10500000000000001,amber,high
Urad Whole,Good Life,500 g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",Black Gram,,,,,,,,,,,,,,1.0,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Romanzo Choco Filled Cookies,Anmol,75 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","CHOCO FILLING (38%)-[ SUGAR, EDIBLE VEGETABLE OIL (PALM), COCOA SOLIDS, EMULSIFIER (INS 322), SALT, CONTAIN NATURE IDENTICAL FLAVOUR-VANILLIN), REFINED WHEAT FLOUR. HYDROGENATED VEGETABLE OILS, SUGAR, INVERT SYRUP, MILK SOLIDS, COCOA SOLIDS (14%), BUTTER, EDIBLE COMMON SALT. RAISING AGENT-INS 500) CONTAINS PERMITTED NATURAL COLOUR (INS 150d) AND ADDED FLAVOUR (NATURE IDENTICAL FLAVOURING SUBSTANCE - CHOCOLATE AND ARTIFICIAL FLAVOURING SUBSTANCE - VANILLA)",522.0,28.1,15.5,62.3,35.2,,4.9,154.0,,,,2.9,34.5,4.0,e,1,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Tropicana Fruitz Mixed Fruit Magic,Tropicana,180ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","WATER SUGAR CONCENTRATED MIXED FRUIT JUICE 25% (FROM APPLE MANGO GUAVA, ORANGE BANANA, APRICOT PEACH ACIDITY REGULATORS (330 331)), STABILIZERS (466, 440), FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES PRESERVATIVE (202), COLOUR (160a(i)))",48.0,0.0,0.0,12.0,11.0,,0.0,38.0,,,,,11.0,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.44000000000000006,green,high,0.44000000000000006,green,high,0.44000000000000006,green,high,0.44000000000000006,green,high,1.0,green,high,1.0,green,high,1.0,green,high
2Pm Noodles Italia Napolitana Pasta Instant Noodles,2Pm,100 g,Staples & Grains,Pasta & Macaroni,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
2Pm Noodles,2Pm,,Staples & Grains,Noodles & Vermicelli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Horlicks Chocolate,Horlicks,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,365.0,2.0,1.4,78.0,32.0,2.2,10.0,350.0,,,,,14.0,,unknown,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Lion Desertking Dates,Lion,250g,Fruits,Dried Fruits,"Vegetarian, Green Dot India",Dates,,,,,,,,,,,,,,1.0,c,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Masala Chai,The Pahadi Story,175g,Beverages,Soft Drinks & Sodas,"Vegetarian, No preservatives, Green Dot, Green Dot India, Fssai","Premium Black Tea, Ginger, Cinnamon, Clove, Cardamom, Black Pepper.",312.0,5.37,,59.85,1.98,,6.05,,,,,,,1.0,unknown,0,0,0,0,0,0,0,0,0.48179999999999995,green,high,0.3795,green,high,0.1815,amber,high,0.6644,green,high,0.5026999999999999,green,high,0.5026999999999999,green,high,0.5026999999999999,green,high,0.5026999999999999,green,high,0.6028,green,high,0.5225,green,high,0.40149999999999997,green,high
Himalaya Honey,Apis,500,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, No artificial flavors, No artificial sweeteners, Green Dot India, No artificial flavourings or sweeteners",Honey,319.0,0.0,0.0,79.5,0.9,0.0,0.3,,,,,,,2.0,unknown,0,0,0,0,0,0,0,0,0.072,amber,high,0.099,amber,high,0.009,amber,high,0.05700000000000001,amber,high,0.05700000000000001,amber,high,0.05700000000000001,amber,high,0.05700000000000001,amber,high,0.05700000000000001,amber,high,0.078,amber,high,0.066,amber,high,0.06,amber,high
Organic Plain Buttermilk,Akshayakalpa Organic,,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",,27.8,1.2,0.96,2.8,2.35,,1.45,264.0,,,0.0,1.0,0.0,,c,0,0,0,0,0,0,0,0,1.0,green,high,0.2785,green,high,1.0,green,high,1.0,green,high,0.1955,amber,high,0.1955,amber,high,0.1955,amber,high,0.1955,amber,high,1.0,green,high,1.0,green,high,1.0,green,high
Balaji Wafers Sev Murmura,Balaji Wafers,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","PUFFED RICE (50%), CHICKPEA FLOUR (24%), EDIBLE VEGETABLE OI (PALMOLEIN, RICE BRAN, CORN), RICE FLOUR, EDIBLE COMMON SALT, SPICES & CONDIMENTS (TURMERIC, CHILLI, CLOVE, GINGER, ASAFOETIDA CURRY LEAVES), REFINED WHEAT FLOUR (MAIDA), GUM ACACIA",507.0,23.4,11.0,60.6,9.0,5.0,10.9,809.0,,,,,,4.0,e,1,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Nature Day Fresh Lime Flavour,Nature Day,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","Sparkling Water, Sugar, Sodium Chloride, Acidity Regulator (INS330), Class II Preservatives (INS211).",55.6,0.0,0.0,13.9,13.02,,0.0,51.0,,,,,,3.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.5208,green,high,0.5208,green,high,0.5208,green,high,0.5208,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Amulya Dairy Whitener,Amulya,200g,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","Milk Solids, Sucrose",,,,,,,,,,,,,,3.0,unknown,0,1,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Bikano Diet Mixture,Bikano,500g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Rice Flakes (37.2%), Edible Vegetable Oil (Refined Palmolein Oil, Refined Ricebran Oil, Acidity Cottonseed Oil), Husked Bengal Gram (28.49%), Corn Flakes (6.8%), Mixed Spices Powder, Turmeric Powder, Yellow Chilli Powder, Hydrolyzed Vegetable Protein, er), Maltodextrin, lodized Salt, Black Salt, Curry Leaves (0.2%), Mint Leaves,   Acidity Regulator (E330)",501.9,25.9,12.4,60.2,6.3,,7.0,1020.0,,,,,,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,0.8400000000000001,green,high,1.0,green,high,1.0,green,high,0.742,green,high,0.742,green,high,0.742,green,high,0.742,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Masoor Dal 1Kg,Bharat Dal,1kg,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",Masoor Dal,,,,,,,,,,,,,,1.0,a,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
24 Mantra Peanut,24 Mantra,500g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",Peanuts,,,,,,,,,,,,,,1.0,a,0,0,0,0,0,1,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Tofu,Urban Platter,200 g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",,66.4,2.8,0.4,2.3,0.0,,8.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.48,green,high,0.24,amber,high,0.252,green,high,0.8,green,high,0.5599999999999999,green,high,0.5599999999999999,green,high,0.5599999999999999,green,high,0.5599999999999999,green,high,0.64,green,high,0.5599999999999999,green,high,0.4,green,high
Ras Kik Gluco Energy,Ras Kik,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Tetley Green Tea Natural Mango Flavour,Tetley,,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Shahi Biryani Mix Masala Powder,Rakesh,,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Vahdam Matcha Green Tea,Vahdam,50g,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",Matcha Green Tea Powder,3.04,0.0,0.0,0.76,0.0,,0.0,0.76,,,,,,1.0,b,0,0,0,0,0,0,0,0,0.030400000000000003,amber,high,0.0,amber,high,0.076,amber,high,0.038,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.0,amber,high,0.05319999999999999,amber,high,0.030400000000000003,amber,high,0.06080000000000001,amber,high
Veeba Olive Oil Mayonnaise,Veeba,,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot India",,248.0,20.5,3.2,14.0,8.7,,2.0,904000.0,,,20.5,5.0,,,e,0,0,0,0,0,0,0,0,1.0,green,high,0.9299999999999999,green,high,1.0,green,high,1.0,green,high,0.488,green,high,0.488,green,high,0.488,green,high,0.488,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Good Life Mp Sharbati Atta,Good Life,1kg,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",Wheat Flour (Atta),321.0,1.5,0.2,64.2,1.8,11.4,10.6,2.0,,,,,,1.0,a,1,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,0.9800000000000001,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Low Fat Paneer,Desi Farms,200g,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India","Milk & Milk Solids, Citric Acid",312.0,16.0,9.4,8.0,2.4,,34.0,124.0,,,0.2,36.0,,3.0,a,0,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Karivepaku Podi,Mtr,100g,Condiments,Sauces & Ketchup,"Vegetarian, Source of proteins, Green Dot India","Coriander (19%), Red chilli (16%), Blackgram splits, Curry leaf powder (12%), lodised low sodium salt, Bengalgram splits (8%), Tamarind concentrate (8%), Refined palmolein oil, Cumin, Garlic powder, lodised salt, Jaggery, Natural flavouring substances, Anticaking agent (INS 551), Acidity regulator (INS 334), Asafoetida.",294.0,13.9,4.0,29.7,13.7,,12.5,3517.0,,,,,,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Good Life Atta,Good Life,10kg,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Dry Fruit Mix,Haldiram'S,200 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, ISO 22000, Green Dot India","Refined Palmolein Oil, Split Pulse Moong (Moong Dal), Potato, Almonds(12.5%), Cashew Nuts (12.5%), Raisins (8%), Bengal Gram Flour (Besan), Spinach, Cucumber Seed, Edible Common Salt, Black Pepper Powder, Dried Mango Powder, Red Chilli Powder, Pipal, Clove Powder, Colour (INS 140(i)), Dried Ginger Powder, Cumin, Bay Leaves, Nutmeg, Cinnamon & Asafoetida. Allergen: Contains Almonds & Cashews May Contains Peanut, Sesame Seed, Milk, Soy, Mustard Seed, Sulphite & Wheat",538.0,30.8,9.04,44.91,8.05,6.1,17.15,350.0,,,0.0,,,4.0,d,1,1,1,1,0,0,0,1,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Cashews Cheese,Dcc,,Nuts & Seeds,Raw Nuts,"Vegetarian, Green Dot India",,640.0,52.4,10.1,24.66,5.8,2.8,17.68,312.0,,,0.0,0.0,1.3,,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Peanut Protein Dark Chocolate,Alpino,1 kg,Health & Nutrition,Dietary Supplements,"Vegetarian, Green Dot India","Peanut Protein Isolate, Cocoa Powder, Medium Chain Triglycerides (Extracted from Coconut), Monk Fruit Extract, Natural Chocolate Flavour, Sunflower Lecithin, Xanthan Gum (Naturally Extracted)",146.53,1.81,,7.07,0.75,1.19,24.3,1.0,,,,,,4.0,not-applicable,0,0,0,0,0,0,0,0,1.0,green,high,0.8754,green,high,0.8766,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Good Life B Gram Rosted Chana,Good Life,500g,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
B Gram Roasted Whole,Good Life,,Pulses & Legumes,Lentils & Dals,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Red Label Natural Care,Brooke Bond,575g,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Aadisha Jaggery,Aadisha,900g,Ingredients,Sugars & Sweeteners,"Vegetarian, Green Dot India",Jaggery,375.048,0.0,,93.73,,,0.032,,,,,,,2.0,unknown,0,0,0,0,0,0,0,0,0.0019199999999999998,amber,high,0.0009599999999999999,amber,high,0.0009599999999999999,amber,high,0.0032,amber,high,0.00224,amber,high,0.00224,amber,high,0.00224,amber,high,0.00224,amber,high,0.00256,amber,high,0.00224,amber,high,0.0016,amber,high
Daily Good Sugar,Daily Good,1kg,Ingredients,Sugars & Sweeteners,"Vegetarian, Green Dot India",Sugar,,,,,,,,,,,,,,2.0,e,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
