product_name_en,brands,quantity,category,subcategory,labels,ingredients_text_en,energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,fiber_value,proteins_value,sodium_value,monounsaturated-fat_value,polyunsaturated-fat_value,trans-fat_value,cholesterol_value,added-sugars_value,off:nova_groups,off:nutriscore_grade,has_gluten,has_milk,has_soybeans,has_nuts,has_mustards,has_peanuts,has_sulphur-dioxide-and-sulphites,has_sesame-seeds,health_score_standard,health_label_standard,health_confidence_standard,health_score_diabetic,health_label_diabetic,health_confidence_diabetic,health_score_hypertension,health_label_hypertension,health_confidence_hypertension,health_score_bodybuilder,health_label_bodybuilder,health_confidence_bodybuilder,health_score_vegan,health_label_vegan,health_confidence_vegan,health_score_vegetarian,health_label_vegetarian,health_confidence_vegetarian,health_score_eggetarian,health_label_eggetarian,health_confidence_eggetarian,health_score_jain,health_label_jain,health_confidence_jain,health_score_pregnancy,health_label_pregnancy,health_confidence_pregnancy,health_score_lactating,health_label_lactating,health_confidence_lactating,health_score_elderly,health_label_elderly,health_confidence_elderly
Sabundana Papad Cumin Flavour,Dnv,70,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Dnv Papad  180 G,Dnv,,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Mother'S Recipe Moong Papad,Mother'S Recipe,,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Dnv Punjabi Masala Papad,Dnv,180,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Vishal Papad Moong Special,Vishal,400g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Rozana Papad Chana Chatpata Papad,Rozana Papad,400g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Milk Fill Eclairs,Allwin,400 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","SUGAR, LIQUID GLUCOSE, MILK SOLIDS, EDIBLE VEGETABLE FAT, EDIBLE COMMON SALT, PERMITTED EMULSIFIERS (E-471). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR(S) (E-150) AND ADDED NATURAL IDENTICAL FLAVOURING SUBSTANCES - MILK & VANILLA.",445.4,0.0156,8.6,73.6,48.9,0.4,3.5,186.0,,,0.1,,,4.0,e,0,1,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Clean Whey Protein Isolate,Truebasics,,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India",,130.74,0.78,0.56,1.02,0.51,,30.0,65.14,,,,,,,a,0,0,0,0,0,0,0,0,1.0,green,high,0.951,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Mountain Dew,Pepsico,250 ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330 ,331), FLAVOUR (NATURAL FLAVOURING SUBSTANCES), PRESERVATIVE (211), CAFFEINE (13 mg/100 g), STABILIZER (445), COLOUR (102).",49.0,0.0,0.0,12.3,12.3,0.0,0.0,8.0,,,0.0,,,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,0.8,green,high,0.7689999999999999,green,high,0.4920000000000001,green,high,0.4920000000000001,green,high,0.4920000000000001,green,high,0.4920000000000001,green,high,1.0,green,high,0.9350000000000002,green,high,1.0,green,high
Parle,Parle,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","REFINED WHEAT FLOUR (MAIDA), REFINED DILS (PALM AND PALMOLEIN), MILLED POTATO FLAKES (11.3%), SEASONING 3.2% ISPICES&quot; (CHILLI, ONION, GARLIC), TOMATO, TAMARIND, SOY SAUCE, ACIDITY REGULATORS (330.296), YEAST EXTRACT, FLAVOR ENHANCERS (627, 631), ANTICAKING AGENT (551). ANTIOXIDANT (319)), EMULSIFIERS 1471 433.339(0.414), SUGAR, INVERT SUGAR SYRUP, WHEY POWDER, RAISING AGENTS (5030), 500 (C) 3410. TAPIOCA STARCH, IODISED SALT, FLOUR TREATMENT AGENTS 1223, 1101 (0)1, EMULSIFIER OF VEGETABLE ORIGIN (472e). CONTAINS ADDED FLAVOURS (NATURAL AND ARTIFICIAL FLAVOURING SUBSTANCES-POTATO, BARBEQUE AND TOMATO) &quot;SPICES AS NATURAL FLAVOURING AGENT CONTAINS: WHEAT, MILK, SOY, SULPHITE · (In",489.0,20.1,9.4,70.4,7.7,0.0,6.4,325.2,,,,,,4.0,e,1,1,1,0,0,0,1,0,1.0,green,high,0.9620000000000001,green,high,1.0,green,high,1.0,green,high,0.756,green,high,0.756,green,high,0.756,green,high,0.756,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Cadbury Shots,Cadbury,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Sugar, Cocoa Solids, Emulsifiers (442,476), Stabilizer, Maltodextrin, Glazing Agent (903), Colours (102, 133, 122) Flavours (Natural, Nature Identical and Artificial Carmel and Vanilla) Flavouring Substances",475.0,18.2,18.0,77.7,73.4,0.0,1.6,4.0,,,,,,4.0,e,1,1,0,0,0,0,1,0,1.0,green,high,1.0,green,high,0.9879999999999999,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Vita Marie Gold,Britannia,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","refined wheat flour, sugar, edible palm oil, milk solids, invert syrup, leavening agents (E500, E503), salt, emulsifier (E322), dough conditioner (E223), yeast, edible common salt, artificial vanilla flavouring substances",,,,,,,,,,,,,,4.0,d,1,1,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Tedhe Medhe,Bingo,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","RICE GRITS, REFINED PALMOLEIN, SEASONING REFINED PALMOLEIN, SPICES AND CONDIMENTS, ONION POWDER, 1ODIZED SALT MALTODEXTRIN, BLACK SALT, FLAVOUR ENHANCER (INS 508), NATURE IDENTICAL FLAVOURING SUBSTANCES, TOMATO POWDER, SUGAR, HYDROLYZED VEGETABLE PROTEIN, NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES AND GARLIC POWDER (0.1%)), DEGERMED CORN GRITS AND BENGAL GRAM GRITS (3.1%).",546.0,32.8,15.5,57.3,1.7,,5.5,738.4,,,0.1,0.0,1.2,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,0.33499999999999996,green,high,1.0,green,high,1.0,green,high,0.45299999999999996,green,high,0.45299999999999996,green,high,0.45299999999999996,green,high,0.45299999999999996,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Right Shift Jaggery Ragi Cookies,"Itc, Right Shift",,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Choco Chip Cookies,Unibic,67.5g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Refined Wheat Flour (Maida), Sugar, Choco Chips (22%) [Sugar, Edible Vegetable Fat, Cocoa Solids, Dextrose, Emulsifiers (INS 322 from Soy, INS 476), Nature Identical & Artificial Flavouring Substances (Vanilla, Chocolate)], Edible Vegetable Oil (Palm), Desiccated Coconut Powder, Milk Solids, Butter, Leavening Agents (INS 500 ii, INS 503 ii), lodised Salt, Emulsifier (INS 322 from Soy), Natural, Nature Identical & Artificial Flavouring Substances (Butter, Vanillin, Chocolate). Allergen Advice: Contains Wheat, Milk and Soy. May contain traces of Nut",471.0,19.5,12.2,68.0,28.0,,5.8,213.0,4.6,1.7,0.0,0.0,26.5,4.0,e,1,1,1,1,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Chikki,Paper Boat,16 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","PEANUTS (50%), JAGGERY, SUGAR AND LIQUID GLUCOSE.  Contains Peanuts. May contains tree nuts.",497.6,24.0,5.4,56.5,45.3,5.0,13.9,25.6,,,0.05,0.0,24.4,4.0,e,0,0,0,1,0,1,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Wholewheat Bran Bread,La Americana,350 g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Whole Wheat Flour - Atta (50.60% ), Water, Yeast, Jaggery (2.00%), Cold Pressed Sunflower Oil, Bran (2.53%), Pink Salt (1.30%) and Fermented Whole Wheat Flour.",300.5,2.55,0.42,52.15,2.55,9.5,12.5,488.0,1.1,0.79,0.0,0.0,,3.0,a,1,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Ginger Garlic - Culinary Paste,Catch,200 g,Condiments,Sauces & Ketchup,"Vegetarian, Green Dot, Green Dot India","Ginger (43%), Garlic (27%), Water, Iodized Salt, Acidity Regulator (INS 296), Stabilizer (INS 415), Preservatives (INS 211 & INS 224)",65.0,0.16,,1.4,6.4,,1.9,1452.0,,,,,0.0,4.0,unknown,0,0,0,0,0,0,0,0,1.0,green,high,0.6970000000000001,green,high,1.0,green,high,1.0,green,high,0.38900000000000007,green,high,0.38900000000000007,green,high,0.38900000000000007,green,high,0.38900000000000007,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Toned Milk,Sid’S Farm,500ml,Dairy,Milk & Milk Variants,"Vegetarian, No preservatives, Green Dot India",Milk,59.0,3.0,2.0,5.0,5.0,,3.0,42.4,,,0.0,9.0,0.0,1.0,c,0,1,0,0,0,0,0,0,1.0,green,high,0.5900000000000001,green,high,1.0,green,high,1.0,green,high,0.41,green,high,0.41,green,high,0.41,green,high,0.41,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Tiger Brita Biscuits,Britannia,150 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Milk Bikis,,60 g + 6.5 g (extra) = 66.5 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India, No Trans fat","REFINED WHEAT FLOUR (MAIDA) (63%), SUGAR, REFINED PALM OIL, MILK PRODUCTS (4%) [SWEETENED CONDENSED PARTLY SKIMMED MILK MILK & MILK SOLIDS], INVERT SUGAR SYRUP, RAISING AGENTS [503(ii) & 500(i)], IODISED SALT, EMULSIFIERS [322(i) & 471], MINERALS**, ARTIFICIAL [MILK & VANILLA] & NATURE IDENTICAL FLAVOURING SUBSTANCES AND VITAMINS*. (Numbers in brackets as per International Numbering System)  CONTAINS WHEAT, MILK AND SOY.",459.0,13.5,6.6,77.1,26.0,,7.4,298.0,5.1,1.6,0.0,0.0,25.7,4.0,e,1,1,1,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Amul Taaza 200Ml,Amul,200 ml,Dairy,Milk & Milk Variants,"Vegetarian, No preservatives, Green Dot India",Milk,58.0,3.0,2.0,4.8,4.8,,3.0,37.0,,,,,,1.0,c,0,1,0,0,0,0,0,0,1.0,green,high,0.57,green,high,1.0,green,high,1.0,green,high,0.40199999999999997,green,high,0.40199999999999997,green,high,0.40199999999999997,green,high,0.40199999999999997,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Parle-G Oats & Berries,Parle,93.75g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","REFINED WHEAT FLOUR (MAIDA) (64.5%), SUGAR, REFINED PALM OIL, ROLLED OATS (5%), INVERT SUGAR SYRUP, DRIED SWEETENED CRANBERRY (1.1%), I0DISED SALT, RAISING AGENTS (583, 500), BARLEY FLOUR(0.5%), EMULSIFIERS OF VEGETABLE ORIGIN (472e) CONTAINS PERMITTED ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES CRANBERRY AND CEREAL)",445.0,11.2,5.0,78.8,25.6,,7.2,0.303,,,,,24.6,4.0,d,1,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,0.3963,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Herbalife Nutrition Afresh Energy Drink Mix,Herbalife Nutrition,,Health & Nutrition,Dietary Supplements,"Vegetarian, Green Dot India","Bulking Agent (Maltodextrin), Tea Powder (Orange Pekoe Extract and Green Tea Extract), Natural & Nature Identical Flavouring Substances, Caffeine Powder (Sourced from Coffee Bean Powder), Saffron, Sucralose Powder (Sweetener). High Caffeine: &quot;40 mg/160 ml&quot; NE",352.0,,,83.0,51.0,,5.0,0.1,,,,,11.0,4.0,not-applicable,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,0.16,amber,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Simply Salted,Balaji Wafers,30 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Potato (89%), Edible Vegetable Oil (Palmolein), Iodized Salt (0.4%).",554.0,32.9,15.7,53.4,0.8,7.2,7.7,385.0,,,0.1,1.0,,3.0,d,0,0,0,0,0,0,0,0,1.0,green,high,0.743,green,high,1.0,green,high,1.0,green,high,0.931,green,high,0.931,green,high,0.931,green,high,0.931,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Yippee Noodles,Sunfeast,72.6 g,Staples & Grains,Pasta & Macaroni,"Vegetarian, Green Dot India",,114.0,4.8,2.5,16.0,0.8,,2.3,298.59999999999997,,,0.03,,0.4,,e,0,0,0,0,0,0,0,0,1.0,green,high,0.149,amber,high,1.0,green,high,1.0,green,high,0.193,amber,high,0.193,amber,high,0.193,amber,high,0.193,amber,high,1.0,green,high,1.0,green,high,1.0,green,high
Good Day,,52.5 g + 7.6 g EXTRA = 60.1 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","REFINED WHEAT FLOUR (MAIDA), REFINED PALM OIL, SUGAR, INVERT SUGAR SYRUP, CASHEW (1.4%), MILK PRODUCTS [MILK SOLIDS & BUTTER (0.1%)], RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT, EMULSIFIERS [322(i), 471 & 472e] AND NATURE IDENTICAL & ARTIFICIAL (VANILLA & MILK) FLAVOURING SUBSTANCES. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, NUT, MILK AND SOY.",,,,,,,,,,,,,,4.0,c,1,1,1,1,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Jiralu Masala Ghee Khakhra,Amul,200g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Wheat flour (atta), ghee (12.8%), jiralu (2.5%) (rock salt, black salt, coriander powder, cumin powder, asafoetida, dry ginger powder, dry mango powder, black pepper, pomegranate powder, cinnamon, clove), iodized salt",501.0,23.0,13.0,63.0,0.3,,10.5,1030.0,,,0.0,59.0,0.0,3.0,e,1,1,0,0,0,0,0,0,1.0,green,high,0.345,green,high,1.0,green,high,1.0,green,high,0.747,green,high,0.747,green,high,0.747,green,high,0.747,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Yippee Noodles,Sunfeast,48g,Staples & Grains,Breakfast Cereals & Muesli,"Vegetarian, Green Dot India","Instant Noodles: Maida (Refined Wheat Flour) (78.7%), *Edible Vegetable Oil, lodized Salt, Wheat Gluten (0.4%), Thickeners (508, 412), Acidity Regulators [501(1), 500(i)], Stabilizer [339(ii)]. Seasoning: Masala Mix: Dehydrated Vegetables [Beans (9.5%), Carrot (7.1%), Onion (4.6%), Cabbage (3.8%)], Instant Noodle Powder Maida (Refined Wheat Flour) (15.9%), *Edible Vegetable Oil, lodized Salt, Wheat Gluten (0.07%)}, Spices and Condiments (17.6%) [Garlic, Coriander, Cumin, Dried Ginger, Chillies, Aniseed, Fenugreek, Black Pepper, Cardamom, Nutmeg, Caraway, Cinnamon, Cloves, Turmeric], Sugar, lodized Salt, Hydrolyzed Vegetable Protein (Defatted Soya, Maltodextrin), Natural Flavours and Natural Flavouring Substances, Yeast Extract, Acidity Regulator (330), Nature Identical Flavouring Substances, Flavour Enhancer (635). *To know the specific type of oil(s) used, match the symbol (^ or ^^) with the last character of batch number wherein * denotes Refined Palm Oil, MA denotes the blend of oils Refined Rice Bran Oil, Refined Palm Oil. Contains Wheat, Soy. May Contain Milk, Nut.",,19.1,6.8,64.5,3.1,,9.0,1182200.0,,,0.1,,1.6,4.0,e,1,1,1,1,0,0,0,0,1.0,green,high,0.58,green,high,1.0,green,high,1.0,green,high,0.754,green,high,0.754,green,high,0.754,green,high,0.754,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Coca Cola Soft Drink 750Ml,Coca Cola,750ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot, Green Dot India","Carbonated water ,Sugar, Acidity Regulator (338), Caffeine (8.7 mg/100g), Colour (150d), Flavours (Natural Flavoring substances)",44.0,0.0,0.0,10.9,10.6,,0.0,8.5,,,,,,4.0,e,0,0,0,0,0,0,0,0,0.976,green,high,1.0,green,high,0.85,green,high,0.743,green,high,0.42400000000000004,green,high,0.42400000000000004,green,high,0.42400000000000004,green,high,0.42400000000000004,green,high,1.0,green,high,0.8699999999999999,green,high,1.0,green,high
Mango Slice 1.75Ltr,Pepsico Inc.,29,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India","WATER, SUGAR, *CONCENTRATED MANGO PULP & ALPHONSO MANGO PULP (14% MANGO PULP), ACIDITY REGULATOR (330), STABILIZERS (466, 440) FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), PRESERVATIVE (202), COLOUR (110). *14% MANGO PULP IN RECONSTITUTED BEVERAGE SHARE BACK",64.0,0.0,0.0,15.9,15.5,0.0,0.0,9.144,,,,,,4.0,e,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,0.9144,green,high,0.9221999999999999,green,high,0.62,green,high,0.62,green,high,0.62,green,high,0.62,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Coconut Water,Mojoco,200ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,42.0,0.1,0.0,10.5,10.0,0.0,0.1,43.56,,,0.0,0.0,,,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,0.40700000000000003,green,high,0.40700000000000003,green,high,0.40700000000000003,green,high,0.40700000000000003,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Classic Emirates Dates,Candor,500g,Fruits,Dried Fruits,"Vegetarian, Green Dot India",Dates,312.0,0.3,0.1,72.7,68.8,9.1,2.4,3.1,,,,,,1.0,c,0,0,0,0,0,0,0,0,1.0,green,high,1.0,green,high,0.749,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Good Life Raisins Green 200Gm,Good Life,200gm,Fruits,Dried Fruits,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Pl Turkish Dried Apricot 200Gm,,200gm,Fruits,Dried Fruits,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Good Life Apricot 100Gm,Good Life,100g,Fruits,Dried Fruits,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Good Life Raisin Yellow 500G,Good Life,500g,Fruits,Dried Fruits,"Vegetarian, Green Dot India",Raisins Yellow,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Choco Classic Bar,Max Protein,50 g,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","Protein Blend (29%) (Soy Nuggets, Whey Protein Concentrate, Soy Concentrate), Brown Rice Syrup (Liquid Glucose), Milk Compound (19%) (Sugar, Edible Vegetable Oil (Hydrogenated Vegetable Oil), Milk Solids, Cocoa Solids, Emulsifier (Soy Lecithin), Vanilla Flavours), Dietary Fiber (9%) (Fructooligosaccharide, Chicory Root Fiber), Edible Vegetable Oil (Hydrogenated Vegetable Oil), Almonds (5.5%), Whole Grain Rolled Oats (4.5%), Raisins (4%), Cashew Nut (3%), Humectant (Glycerine), Dextrose Monohydrate, Flaxseeds, Tribasic Calcium Phosphate, Fructose, Soy Protein Isolate, Emulsifier (Soy Lecithin), Binding Agent (Guar Gum), Salt and Citric Acid, Antioxidants (Vitamin C), Added Vitamins and Minerals",206.0,7.9,2.9,26.8,7.9,4.0,10.0,139.0,,,,,1.5,4.0,not-applicable,0,1,1,1,0,0,0,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Balaji Wafers Chana Dal,Balaji Wafers,,Snacks,Fried Snacks & Namkeen,"Vegetarian, Green Dot India","CHICKPEA SPLITS (83%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), SPICES & CONDIMENTS (CHILLI, CORIANDER, CUMIN, TURMERIC, DRY MANGO, CLOVE, CAROM SEED, GINGER, CINNAMON, CARDAMOM, NUTMEG, MACE, BAY LEAVES), EDIBLE COMMON SALT.",531.0,22.8,9.0,51.5,1.0,,19.4,619.0,,,,,,3.0,e,0,0,0,0,0,0,0,0,1.0,green,high,0.6819999999999999,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Raw Pressary Masala Lemon Shikanji,Raw Pressary,750ml,Beverages,Soft Drinks & Sodas,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
Amul Pizza Cheese,Amul,1000g,Dairy,Cheese & Paneer,"Vegetariano, en:Green Dot India","Milk solids, iodized salt, microbial rennet active culture, milk.",251.0,17.0,11.0,2.0,2.0,0.0,22.0,370.0,,,,50.0,,3.0,c,0,1,0,0,0,0,0,0,1.0,green,high,0.86,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Amul Diced Cheese Blend (Mozzarella And Cheddar Cheese Blend),Amul,1000g,Dairy,Milk & Milk Variants,"Vegetarian, Green Dot India","Mozzarella cheese (milk solids, iodized salt, microbial rennet, active cultures), cheddar cheese (milk solids, iodized salt, microbial rennet, active cultures).  Allergen Information: Contains milk",289.0,21.0,13.0,2.0,2.0,0.0,23.0,400.0,,,,,,3.0,c,0,1,0,0,0,0,0,0,1.0,green,high,0.8899999999999999,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Caribic Royal,Seeberger,200g,Fruits,Dried Fruits,"Vegetarian, Vegan, Green Dot","fruits (in varying proportions: dried raisins, sultanas, papaya, pineapple, cashew nuts, almonds blanched, mango, apples, coconut chips), sugar, acid citric acid, cottonseed oil, sunflower oil, antioxidant sulphur dioxide,",412.0,15.0,7.3,59.0,53.0,,5.5,92.0,,,,,,3.0,e,0,0,0,1,0,1,1,0,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high,1.0,green,high
Mother'S Recipe Mixed Pickle,Mother'S Recipe,1 kg,Condiments,Chutneys & Pickles,"Vegetarian, Green Dot India",,,,,,,,,,,,,,,,unknown,0,0,0,0,0,0,0,0,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low,0.02,amber,low
